from,to,value,timeStamp,blockNumber
0x7c522355c13d05a86dcc4389f37f9014b7dd5f97,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.32797295771848206,1501491062,4098908
0x66c9ab2cbdd70dcc98d025cca5d3cecff8509eaf,0xd0cc2b24980cbcca47ef755da88b220a82291407,1.7047480922384253,1501491307,4098916
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,0.003535011477983146,1502801951,4160959
0x17ca02ca4662f15b281cb565eb818efa8607598e,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,0.009950330853168083,1505823042,4291033
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0x00e01a648ff41346cdeb873182383333d2184dd1,1.5103108490485777,1500396779,4040123
0x7262640299c804fa75b7c814b840a89899ea6c7b,0x00e01a648ff41346cdeb873182383333d2184dd1,1.386063334435281,1500396931,4040133
0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0x00e01a648ff41346cdeb873182383333d2184dd1,1.3199148509347636,1500397259,4040148
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0x00e01a648ff41346cdeb873182383333d2184dd1,0.3542413179718041,1500400376,4040328
0x379805e181aa49041ea0c859fc10141cc2921a73,0x00e01a648ff41346cdeb873182383333d2184dd1,2.406090418850957,1500400646,4040341
0x5b58a1db52be6210259196a78be144e53e7cc6d4,0x00e01a648ff41346cdeb873182383333d2184dd1,0.6925630124669848,1500401432,4040381
0x56b2321324fd4b2a416ef84730228a9d559b30b8,0x00e01a648ff41346cdeb873182383333d2184dd1,1.098913243376698,1500401690,4040395
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x00e01a648ff41346cdeb873182383333d2184dd1,3.9318121745161174,1500471875,4044087
0x68ada143dc21d3a079ee73bb3a10e9ce41449784,0x00e01a648ff41346cdeb873182383333d2184dd1,2.5498012793864264,1500473294,4044172
0xd38a48f145e3d695fadda4bc9e1b394b4c692045,0x00e01a648ff41346cdeb873182383333d2184dd1,1.45890877722385,1500475278,4044274
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0x00e01a648ff41346cdeb873182383333d2184dd1,1.7450467731267112,1500476369,4044340
0xe012765066411e69f32456cb4bb256f546526124,0x00e01a648ff41346cdeb873182383333d2184dd1,1.3402129140616437,1500477308,4044391
0x24a0393e5784a9b8f1931f3820d29a6cd8e95ced,0x00e01a648ff41346cdeb873182383333d2184dd1,2.072803737621796,1500478770,4044470
0x0cc27298171aa2c1a54c746b5e57c1e043d1e140,0x00e01a648ff41346cdeb873182383333d2184dd1,1.0971125132336361,1500479792,4044515
0x59b78692a3a9d215d2834bf68d001e7c13e0ac91,0x00e01a648ff41346cdeb873182383333d2184dd1,2.372990433143974,1500479920,4044522
0x2d92f62d5f95f0caa26364c3c50ed0a9e3340531,0x00e01a648ff41346cdeb873182383333d2184dd1,0.917936576728162,1500481997,4044635
0x7fc08518679b825e62e306ccc27d373eecd2a107,0x00e01a648ff41346cdeb873182383333d2184dd1,3.4480299366788,1500532795,4047353
0x5326b57f1184ee8a1a2fcab2f2562fccb8027f7a,0x00e01a648ff41346cdeb873182383333d2184dd1,0.8322415601935287,1500533342,4047385
0x2cc84a4d87675570efaeee019912185d0c5c5a39,0x00e01a648ff41346cdeb873182383333d2184dd1,0.6400590622285804,1500534020,4047420
0xbe2c434c49959ec0b6bb4885e63ff9977c009298,0x00e01a648ff41346cdeb873182383333d2184dd1,1.091951937691158,1500534574,4047455
0x94c9e001b879661be158e23e100549575942bcc5,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0.09531017980432487,1499237694,3976728
0x2842e27585590d50c4a8ed1a350dae8096ff79d6,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,4.997212273764115,1499552198,3995196
0x2842e27585590d50c4a8ed1a350dae8096ff79d6,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0.6997242501413247,1499552312,3995208
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x3362ea011734eeeec1c6181fb03930c7c550d06a,4.330733340286331,1499719562,4004592
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x3362ea011734eeeec1c6181fb03930c7c550d06a,4.304065093204169,1499719936,4004613
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x22eb0b23e5ad7ef827aff13b2e40ed63e277844e,0.019802627296179712,1500283699,4034203
0x66817272d39da7fd4c552f430fc0b694e357c157,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0.7701307017374714,1501066577,4075938
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x673efbd6627a2a48c67c6dc18d6fe33255bab345,0.09531017980432487,1501086537,4077027
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x0e16368ec4ecf1f6bbce431d6bd03815c99d1c9d,0.09531017980432487,1501088056,4077110
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0xd1b68a2d301ea75b9e8dfb1efb54f733df3dfc6c,0.019802627296179712,1501314380,4089306
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xfdd3bfe92735e109726d397007464624a39334d7,2.5252837453553916,1498312420,3923132
0xfdd3bfe92735e109726d397007464624a39334d7,0xd0cc2b24980cbcca47ef755da88b220a82291407,2.5252484490329565,1501076489,4076477
0xd0cc2b24980cbcca47ef755da88b220a82291407,0xd8711dba2db856eebd7f01db3d877e4c53d6dee2,0.09531017980432487,1501076866,4076495
0xd8711dba2db856eebd7f01db3d877e4c53d6dee2,0x45eedcc7afb8ea8af21f63b8b3385affaa3dbf68,0.09271396163552123,1527745304,5706640
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x86849f631edd436794ec35982f4b5459056190d3,0.09531017980432487,1501080107,4076652
0x86849f631edd436794ec35982f4b5459056190d3,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.094202675839059,1501080314,4076662
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,0x0e16368ec4ecf1f6bbce431d6bd03815c99d1c9d,0.09531017980432487,1501088056,4077110
0x0e16368ec4ecf1f6bbce431d6bd03815c99d1c9d,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.08936915408074433,1501088159,4077122
0x7ed1e469fcb3ee19c0366d829e291451be638e59,0x3fd6e50cf529ff779f2f387470bdd8df99c96690,0.4112748654043249,1500106286,4024816
0x3fd6e50cf529ff779f2f387470bdd8df99c96690,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.4101599248557753,1501091026,4077267
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x48eaf48a1e3bc80221e0eedfbc2a6a9014fdca25,0.019802627296179712,1501479908,4098273
0x48eaf48a1e3bc80221e0eedfbc2a6a9014fdca25,0xa976eaf7c86424e27f21d694ed77602cb8c3fac8,0.009950330853168083,1502931081,4167165
0x48eaf48a1e3bc80221e0eedfbc2a6a9014fdca25,0xa976eaf7c86424e27f21d694ed77602cb8c3fac8,0.006975613736425242,1502931303,4167171
0x843fa308e2bcb391e2c7d3358a362adad1485ebb,0x7b26e1cd35435bf375c384449dd85c5b3169f209,0.0009995003330835331,1493628664,3631158
0x843fa308e2bcb391e2c7d3358a362adad1485ebb,0x7b26e1cd35435bf375c384449dd85c5b3169f209,0.002995508979798479,1500296180,4034833
0x7b26e1cd35435bf375c384449dd85c5b3169f209,0x174f897762bd845703b80b05b604332be91788e4,0.001288365700372818,1501231189,4084811
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x7b26e1cd35435bf375c384449dd85c5b3169f209,0.019802627296179712,1501480499,4098307
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0.40212620684264977,1498288533,3921807
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0xd42433a8a0a1ceb73c8ff4e432463e2ee109039d,0.22314355131420976,1498289388,3921857
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x422adcf787e49dd93ce10a583655c212e00d42ce,0.20945022418220727,1498592691,3939220
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0.6906440503418267,1498663275,3943294
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x725803315519de78d232265a8f1040f054e70b98,0.6896410412306576,1498750320,3948331
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,1.385043579218238,1498987752,3962119
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x57ccee9100daa272b962c48543460a8e3ac6f674,0.26236426446749106,1499092692,3968313
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x088469f63a9bd743efa6497983c4e12be56d33d1,0.26236426446749106,1499102148,3968847
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0xb56d622ddf60ec532b5f43b4ff9b0e7b1ff92db3,0.26236426446749106,1499103537,3968914
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x9e9a74c217659d23abc514aebb7fdec53c3a27ce,0.4054651081081644,1499181016,3973439
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x65c739a6d3eaf1a55d5fb111fa7f1a93d6db5c91,0.18232155679395462,1499221214,3975810
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0x66817272d39da7fd4c552f430fc0b694e357c157,0.6931471805599453,1500398826,4040245
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.525101487779552,1501481701,4098374
0x885a742719faf7ecc5670b16420a9487e9fbf625,0x158210172308b3c8bc1881e271836376f9bade24,1.2074666935801919,1498182013,3915746
0x158210172308b3c8bc1881e271836376f9bade24,0x64340ed116881e2b435b7240b3a60cf224630e01,1.2029723039923526,1498185030,3915901
0x885a742719faf7ecc5670b16420a9487e9fbf625,0x158210172308b3c8bc1881e271836376f9bade24,1.297463147413275,1498306137,3922787
0x158210172308b3c8bc1881e271836376f9bade24,0xd43d09ec1bc5e57c8f3d0c64020d403b04c7f783,1.3001916620664788,1498320342,3923604
0x158210172308b3c8bc1881e271836376f9bade24,0xd0a6e6c54dbc68db5db3a091b171a77407ff7ccf,1.297463147413275,1499158376,3972150
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x158210172308b3c8bc1881e271836376f9bade24,2.672114478454618,1501259897,4086340
0x158210172308b3c8bc1881e271836376f9bade24,0x5f882b4d2587f14e74a9a5b64b85eb86614f0927,2.672215748092994,1501322560,4089721
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x158210172308b3c8bc1881e271836376f9bade24,0.019802627296179712,1501485303,4098586
0x158210172308b3c8bc1881e271836376f9bade24,0x2842e27585590d50c4a8ed1a350dae8096ff79d6,0.016458088595927636,1515585715,4885117
0x158210172308b3c8bc1881e271836376f9bade24,0x94201e256351c423314a829f1563b7f738e10010,0.0006361368573132986,1675517987,16555771
0x9e6316f44baeeee5d41a1070516cc5fa47baf227,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,1.8135610841446108,1472368655,2153793
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0xfb11f704ca8282f9b1169410fb2ba11ae9feb7c3,0.6931471805599453,1496731253,3828203
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x185aa2c4c4fe21beb8393b357fea16c82bdc8055,1.6352405506692078,1496826762,3833940
0x7b68538474a7b833c010d6da31768abdd5543bdf,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0.009950330853168083,1497878630,3898287
0x7b68538474a7b833c010d6da31768abdd5543bdf,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,1.0296194171811583,1497934104,3901626
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x55d34b686aa8c04921397c5807db9ecedba00a4c,0.9932517730102834,1498116862,3912055
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x77a77eca75445841875ebb67a33d0a97dc34d924,0.4054651081081644,1498285747,3921642
0x563b377a956c80d77a7c613a9343699ad6123911,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,1.543419459404017,1498490142,3933394
0xeed16856d551569d134530ee3967ec79995e2051,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,2.068516596194083,1498556147,3937139
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x6e0ec952e49212f2e2e2f94fedaa84f5c044acef,1.0986122886681096,1498670121,3943671
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x6e0ec952e49212f2e2e2f94fedaa84f5c044acef,1.6094379124341003,1498676145,3944046
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0x77a77eca75445841875ebb67a33d0a97dc34d924,0.6931471805599453,1499851132,4011456
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0xed2d26eed06ecfbfd796d1ec551d2a649a31e576,1.6094379124341003,1500016113,4020096
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0xed2d26eed06ecfbfd796d1ec551d2a649a31e576,0.6225452860439064,1500016235,4020103
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x9aadc1b96bf986dd58cc836dc19164c28c946c82,0.019802627296179712,1501485714,4098612
0xd0cc2b24980cbcca47ef755da88b220a82291407,0x7b5e976ba9bf3f7b4ad5fae319883aa49d34cd03,0.019802627296179712,1501487282,4098683
0x7b5e976ba9bf3f7b4ad5fae319883aa49d34cd03,0xd0cc2b24980cbcca47ef755da88b220a82291407,0.018605219513061586,1501487583,4098701
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0.4054651081081644,1499323701,3981757
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0xcfb98637bcae43c13323eaa1731ced2b716962fd,0.4012562633341097,1499325359,3981860
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,0.003535011477983146,1502801951,4160959
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0.1796931054402626,1503744230,4205612
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0x685445fe51b31790538890a6468851afbf7a0519,0.17863978739132907,1503745466,4205674
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0.25851069515150105,1503814123,4208422
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0.5415653691962496,1503815804,4208497
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0x2b3a7b1a9fd2e122b4dfc028e3ea2b87a026b35d,0.6997523930349914,1503817053,4208559
0xe606ab862d5ab58783b0eedee0839a2b47927ce8,0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0.009950330853168083,1510264186,4522292
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,0.008688049362476934,1510264321,4522303
0x00b91f69f195a08dfdb46dbb030abeba254f5965,0x17ca02ca4662f15b281cb565eb818efa8607598e,0.019802627296179712,1504778162,4247658
0x17ca02ca4662f15b281cb565eb818efa8607598e,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0.014888612493750654,1504778559,4247677
0x00b91f69f195a08dfdb46dbb030abeba254f5965,0x17ca02ca4662f15b281cb565eb818efa8607598e,0.05962532827591928,1504801093,4248604
0x17ca02ca4662f15b281cb565eb818efa8607598e,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0.058268908123975775,1504817109,4249293
0xfa2e97d6d22ce782160d5f98c3f09c9211928432,0x17ca02ca4662f15b281cb565eb818efa8607598e,0.09531017980432487,1504867971,4251412
0x17ca02ca4662f15b281cb565eb818efa8607598e,0x00b91f69f195a08dfdb46dbb030abeba254f5965,0.009950330853168083,1504869216,4251464
0x0c6f53c6291360fc301449600727f1e8c43a2f18,0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0.04879016416943201,1491963055,3519865
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0x0393f6a9b9cbb22b02b90a74513b0dddb36a2f27,0.009950330853168083,1499854269,4011623
0x0393f6a9b9cbb22b02b90a74513b0dddb36a2f27,0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,1.5040773967762742,1499856382,4011729
0x2fcd3eaf5d3832cb2d2334120b96dd3f9742996b,0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0.0016444072210408207,1500144762,4026821
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0x00e01a648ff41346cdeb873182383333d2184dd1,1.5103108490485777,1500396779,4040123
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0.04966952979507447,1500428697,4041771
0x0c6f53c6291360fc301449600727f1e8c43a2f18,0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0.04879016416943201,1491962693,3519842
0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0xe5313ca4ac8e6343f98fc9dfd4f56128b6ec7f27,0.019802627296179712,1499852462,4011530
0xe5313ca4ac8e6343f98fc9dfd4f56128b6ec7f27,0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0.09531017980432487,1499853708,4011590
0xe5313ca4ac8e6343f98fc9dfd4f56128b6ec7f27,0xc32fdc40bc6fa7030b402f5fb158331d4854b043,1.2864740258376797,1499853866,4011599
0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0x00e01a648ff41346cdeb873182383333d2184dd1,1.3199148509347636,1500397259,4040148
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,0xc32fdc40bc6fa7030b402f5fb158331d4854b043,0.0284492364155544,1500429924,4041842
0x9b0b8566cf7a12ac40ea23a024c36f6610370712,0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,2.3017566128991676,1500053446,4022028
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,1.7047480922384253,1500080064,4023439
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,1.7047480922384253,1500080204,4023443
0x1a57ffa36d8adf86072ba9172afa991642ff490a,0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0.8515557839794449,1500117802,4025409
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0xef7b44a2223a84d4ef115dcea8a5da0f0724c5c3,1.8562979903656263,1500118533,4025449
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0x00e01a648ff41346cdeb873182383333d2184dd1,0.3542413179718041,1500400376,4040328
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0.09075436326846414,1502999034,4170396
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0xe46b0709b1eb4d9fc7c6b90328331aa96fc21132,0.08631438414654136,1502999546,4170421
0xf4e469373edfdb26391fd18aedaf5ca578631a3b,0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,0.13976194237515868,1503614639,4200269
0x91337a300e0361bddb2e377dd4e88ccb7796663d,0x379805e181aa49041ea0c859fc10141cc2921a73,0.38185524246903063,1500229705,4031354
0x91337a300e0361bddb2e377dd4e88ccb7796663d,0x379805e181aa49041ea0c859fc10141cc2921a73,1.1493054029836278,1500277126,4033860
0x91337a300e0361bddb2e377dd4e88ccb7796663d,0x379805e181aa49041ea0c859fc10141cc2921a73,2.136530508663963,1500283233,4034178
0x379805e181aa49041ea0c859fc10141cc2921a73,0x00e01a648ff41346cdeb873182383333d2184dd1,2.406090418850957,1500400646,4040341
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x56b2321324fd4b2a416ef84730228a9d559b30b8,1.0990601883460713,1500214627,4030572
0x56b2321324fd4b2a416ef84730228a9d559b30b8,0x00e01a648ff41346cdeb873182383333d2184dd1,1.098913243376698,1500401690,4040395
0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,4.133657212495189,1499519588,3993268
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xa890f7c10974394f59d3c77262bb24cfb10fafe6,0.09531017980432487,1499849467,4011386
0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,2.600836116795061,1499852100,4011512
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xa890f7c10974394f59d3c77262bb24cfb10fafe6,1.791759469228055,1499930146,4015590
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x7b7d54c7923f217a084148619bd38a16efefe8cf,0.6931471805599453,1499930716,4015622
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x7b7d54c7923f217a084148619bd38a16efefe8cf,2.172248591266042,1499935505,4015895
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xa890f7c10974394f59d3c77262bb24cfb10fafe6,2.3978952727983707,1500470100,4043976
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x00e01a648ff41346cdeb873182383333d2184dd1,3.9318121745161174,1500471875,4044087
0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,1.8082887711792655,1503738159,4205359
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x8bfe5ebb128ee82f4ba80f56bb32409cc87bc6fb,1.791759469228055,1505223765,4266121
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x10a919fabcfb4e992234e241692ae15687cfb7cb,0.0889262091944015,1505734934,4287385
0x00a280386551c79a56889eb75db2edbf0251b853,0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,2.9496883350525844,1505886699,4293714
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xc22462d4bc50952b061c9e6c585fdd9a04d0d75a,2.9444389791664403,1505887069,4293733
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xc22462d4bc50952b061c9e6c585fdd9a04d0d75a,2.9444389791664403,1505887221,4293739
0x00a280386551c79a56889eb75db2edbf0251b853,0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0.6418538861723948,1505887820,4293763
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xc22462d4bc50952b061c9e6c585fdd9a04d0d75a,2.9444389791664403,1505888133,4293776
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xc22462d4bc50952b061c9e6c585fdd9a04d0d75a,2.9444389791664403,1505889873,4293855
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0xc22462d4bc50952b061c9e6c585fdd9a04d0d75a,2.9444389791664403,1505890490,4293887
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,0x10a919fabcfb4e992234e241692ae15687cfb7cb,0.688134638736401,1505891340,4293920
0x8a557c53c257642377769dd8452b4a050bc5d8d6,0x68ada143dc21d3a079ee73bb3a10e9ce41449784,1.8413429694168828,1497267651,3860717
0x7bb56ce185646d3ed84e412391db20a6f30f26f2,0x68ada143dc21d3a079ee73bb3a10e9ce41449784,2.0149030205422647,1498202603,3916875
0x68ada143dc21d3a079ee73bb3a10e9ce41449784,0x00e01a648ff41346cdeb873182383333d2184dd1,2.5498012793864264,1500473294,4044172
0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7916383f4cf051a09f35aad03b66f1629aea2b04,2.9812944124315752,1497435641,3870964
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xc324f2f21e689f8c4b331f023a4e66cffdc46330,0.6931471805599453,1497614574,3881946
0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7916383f4cf051a09f35aad03b66f1629aea2b04,2.1120176319862405,1498828993,3952917
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,0.6931471805599453,1498837255,3953380
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,0.6931471805599453,1498837969,3953416
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,1.791759469228055,1498840602,3953582
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,1.791759469228055,1498842315,3953681
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,1.791759469228055,1498842708,3953699
0x7916383f4cf051a09f35aad03b66f1629aea2b04,0xfe7c5116db34cfb93c2bca1e435714981141ddd9,1.791759469228055,1499195272,3974318
